233|120|18|357.p1 ławka z szuf łazienka nowa szuflada przódtył|TAK|NNNN||P300Z18|||||||
250|100|40|357.p26 ławka garderoba szuflada bok|TAK|NNNN||P300Z18|||||||
287|120|40|357.p18 kubimo z 2 szuf z nerką38/38 szuflada przódtył|TAK|NNNN||P350Z18|||||||
300|120|18|357.p1 ławka z szuf łazienka nowa szuflada bok|TAK|NNNN||P350Z18|||||||
350|120|40|357.p18 kubimo z 2 szuf z nerką38/38 szuflada bok|TAK|NNNN||P400Z18|||||||
400|120|16|357.p3 element szuflad szuflada bok|TAK|NNNN||P450Z18|||||||
427|120|8|357.p3 element szuflad szuflada tył|TAK|NNNN||P500Z18|||||||
450|120|60|357.p2 komoda modułowa z szufladami szuflada bok|TAK|NNNN||P500Z18|||||||
497|120|60|357.p2 komoda modułowa z szufladami szufladaprzódtył|TAK|NNNN||P550Z18|||||||
697|100|40|357.p26 ławka garderoba szuflada przódtył|TAK|NNNN||P750Z18|||||||
